"","ID","Arena","Day","StartDate","EndDate","StartTime","EndTime","SessionType","Comments"
"713",71,"Walter Baker Sports Centre","Thursday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"753",75,"Jack Purcell Community Centre","Thursday","Monday, November 16","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"823",82,"Splash Wave Pool","Thursday","Monday, November 16","2016-03-31","12:00 pm "," 12:30 pm","50+ Vitality","             Exceptions: Friday, November 20          "
"951",95,"Kanata Wave Pool","Thursday","Tuesday, November 17","2016-03-31","1:00 pm "," 2:30 pm","Preschool Swim","                      "
"983",98,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","1:00 pm "," 4:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1081",108,"Minto Recreation Complex - Barrhaven","Thursday","Tuesday, November 17","2016-03-31","1:30 pm "," 3:00 pm","Preschool Swim","                      "
"1111",111,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 4:00 pm","Public Swim","                      "
"1142",114,"Brewer Pool","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 3:00 pm","Lane Swim","                      "
"1191",119,"Richcraft Recreation Center - Kanata","Thursday","Tuesday, November 17","2016-03-31","2:00 pm "," 4:00 pm","Preschool Swim","                      "
"1261",126,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","3:00 pm "," 4:00 pm","Lane Swim","                      "
"1271",127,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","3:00 pm "," 4:00 pm","Public Swim","                      "
"129",129,"Jack Purcell Community Centre","Thursday","Thursday, November 19","2016-03-31","3:00 pm "," 6:00 pm","Public Swim","                      "
"133",133,"Kanata Wave Pool","Thursday","Thursday, November 19","2016-03-31","3:30 pm "," 5:30 pm","Public Swim","                      "
"1341",134,"Champagne Pool & Fitness Centre","Thursday","Tuesday, November 17","2016-03-31","4:00 pm "," 9:30 pm","Lane Swim","                      "
"1383",138,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1403",140,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Public Swim","             Last session: Thursday, November 26, 2015          "
"1511",151,"Splash Wave Pool","Thursday","Tuesday, November 17","2016-03-31","5:00 pm "," 7:00 pm","Public Swim","                      "
"1641",164,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 7:30 pm","Public Swim","                      "
"1661",166,"Deborah Anne Kirwan Pool","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 8:00 pm","Public Swim","                      "
"1721",172,"Splash Wave Pool","Thursday","Tuesday, November 17","2016-03-31","6:30 pm "," 8:00 pm","Lane Swim","                      "
"177",177,"Jack Purcell Community Centre","Thursday","Thursday, November 19","2016-03-31","7:00 pm "," 8:00 pm","Swim for Persons with a Disability","                      "
"1781",178,"Lowertown Pool","Thursday","Tuesday, November 17","2016-03-31","7:00 pm "," 8:00 pm","Lane Swim","                      "
"1823",182,"Richcraft Recreation Center - Kanata","Thursday","Monday, November 16","2016-03-31","7:00 pm "," 9:00 pm","Lane Swim","                      "
"1883",188,"Nepean Sportsplex","Thursday","Monday, November 16","2016-03-31","7:30 pm "," 9:00 pm","Lane Swim","                      "
"2031",203,"Minto Recreation Complex - Barrhaven","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 10:30 pm","Lane Swim","                      "
"2052",205,"Richcraft Recreation Center - Kanata","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 9:00 pm","Family Swim","                      "
"2091",209,"Walter Baker Sports Centre","Thursday","Tuesday, November 17","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2103",210,"Canterbury Recreation Complex","Thursday","Monday, November 16","2016-03-31","8:15 pm "," 9:15 pm","Lane Swim","                      "
"2111",211,"Canterbury Recreation Complex","Thursday","Tuesday, November 17","2016-03-31","8:15 pm "," 9:15 pm","Lane Swim","                      "
"2123",212,"Ray Friel Recreation Complex","Thursday","Monday, November 16","2016-03-31","8:15 pm "," 9:30 pm","Lane Swim","                      "
"2163",216,"Kanata Wave Pool","Thursday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2173",217,"Plant Recreation Centre","Thursday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","             Last session: Thursday, November 26, 2015          "
"2181",218,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Thursday","Tuesday, November 17","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                      "
"2191",219,"Deborah Anne Kirwan Pool","Thursday","Tuesday, November 17","2016-03-31","8:45 pm "," 9:45 pm","Lane Swim","                      "
"2201",220,"Bob MacQuarrie Recreation Complex - Orléans","Thursday","Tuesday, November 17","2016-03-31","9:00 pm "," 10:00 pm","Lane Swim","                      "
"118",1,"Bob MacQuarrie Recreation Complex - Orléans","Friday","Monday, November 16","2016-03-31","6:00 am "," 9:00 am","Lane Swim","                      "
"310",3,"Ray Friel Recreation Complex","Friday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"414",4,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","6:00 am "," 4:00 pm","Lane Swim","                      "
"514",5,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","6:00 am "," 8:00 am","Lane Swim","                      "
"615",6,"Champagne Pool & Fitness Centre","Friday","Monday, November 16","2016-03-31","6:30 am "," 9:00 am","Lane Swim","                      "
"85",8,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","6:30 am "," 8:00 am","Lane Swim","                      "
"910",9,"Kanata Wave Pool","Friday","Monday, November 16","2016-03-31","7:00 am "," 8:30 am","Lane Swim","                      "
"1110",11,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","7:00 am "," 9:00 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"1710",17,"Goulbourn Recreation Complex","Friday","Monday, November 16","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                  Hot tub closed until further notice.            "
"1810",18,"Minto Recreation Complex - Barrhaven","Friday","Monday, November 16","2016-03-31","7:30 am "," 3:00 pm","Lane Swim","                      "
"261",26,"François Dupuis Recreation Centre","Friday","Friday, November 20","2016-03-31","8:30 am "," 6:30 pm","Lane Swim","                      "
"274",27,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"292",29,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","8:30 am "," 10:00 am","Preschool Swim","                      "
"354",35,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","9:00 am "," 11:30 am","Lane Swim","             Last session: Friday, November 27, 2015          "
"40",40,"Walter Baker Sports Centre","Friday","Friday, November 20","2016-03-31","9:30 am "," 10:30 am","Public Swim","                      "
"435",43,"Champagne Pool & Fitness Centre","Friday","Saturday, November 14","2016-03-31","10:00 am "," 2:00 pm","Lane Swim","                      "
"472",47,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","10:30 am "," 12:00 pm","Swim for Persons with a Disability","                  Swims for Persons with a Disability: Participants in this swimming program must be 16 years of age and older. You must also complete the Swims for Persons with a Disability Application Form which needs approval from a Full Time Staff at Jack Purcell and updated on an annual basis.            "
"482",48,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"494",49,"Ray Friel Recreation Complex","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"504",50,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Lane Swim","                      "
"515",51,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","10:30 am "," 1:00 pm","Public Swim","                      "
"534",53,"Bob MacQuarrie Recreation Complex - Orléans","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"544",54,"Brewer Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"555",55,"Canterbury Recreation Complex","Friday","Sunday, November 15","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"564",56,"Kanata Wave Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"574",57,"Lowertown Pool","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Lane Swim","                      "
"584",58,"Minto Recreation Complex - Barrhaven","Friday","Monday, November 16","2016-03-31","11:00 am "," 1:00 pm","Public Swim","                      "
"616",61,"François Dupuis Recreation Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:30 pm","Public Swim","                      "
"654",65,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"664",66,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"684",68,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"694",69,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                      "
"714",71,"Walter Baker Sports Centre","Friday","Monday, November 16","2016-03-31","11:30 am "," 1:00 pm","Public Swim","                      "
"754",75,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"824",82,"Splash Wave Pool","Friday","Monday, November 16","2016-03-31","12:00 pm "," 12:30 pm","50+ Vitality","             Exceptions: Friday, November 20          "
"891",89,"Brewer Pool","Friday","Monday, November 16","2016-03-31","1:00 pm "," 2:00 pm","Family Swim","                      "
"984",98,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","1:00 pm "," 4:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"103",103,"Splash Wave Pool","Friday","Friday, November 20","2016-03-31","1:00 pm "," 4:00 pm","Wave Swim","                      "
"1131",113,"Brewer Pool","Friday","Monday, November 16","2016-03-31","2:00 pm "," 3:30 pm","Lane Swim","                      "
"1312",131,"Lowertown Pool","Friday","Monday, November 16","2016-03-31","3:00 pm "," 4:00 pm","Lane Swim","                      "
"1342",134,"Champagne Pool & Fitness Centre","Friday","Tuesday, November 17","2016-03-31","4:00 pm "," 9:30 pm","Lane Swim","                      "
"1352",135,"Deborah Anne Kirwan Pool","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","50+ Swim","                      "
"1362",136,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","                      "
"1371",137,"Lowertown Pool","Friday","Friday, November 20","2016-03-31","4:00 pm "," 5:00 pm","Family Swim","                      "
"1384",138,"Plant Recreation Centre","Friday","Monday, November 16","2016-03-31","4:00 pm "," 5:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1411",141,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","4:00 pm "," 6:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"147",147,"Deborah Anne Kirwan Pool","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:30 pm","Family Swim","                      "
"148",148,"Kanata Wave Pool","Friday","Friday, November 27","2016-03-31","5:00 pm "," 6:30 pm","Public Swim","             Exceptions: Friday, November 20          "
"149",149,"Lowertown Pool","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:00 pm","Public Swim","                      "
"150",150,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","5:00 pm "," 6:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"1572",157,"Jack Purcell Community Centre","Friday","Monday, November 16","2016-03-31","6:00 pm "," 7:00 pm","Public Swim","                      "
"160",160,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","6:00 pm "," 8:00 pm","Public Swim","             Last session: Friday, November 27, 2015          "
"163",163,"Walter Baker Sports Centre","Friday","Friday, November 20","2016-03-31","6:00 pm "," 7:30 pm","Public Swim","                      "
"1642",164,"Canterbury Recreation Complex","Friday","Tuesday, November 17","2016-03-31","6:30 pm "," 7:30 pm","Public Swim","                      "
"165",165,"Deborah Anne Kirwan Pool","Friday","Friday, November 20","2016-03-31","6:30 pm "," 7:30 pm","Public Swim","                      "
"167",167,"François Dupuis Recreation Centre","Friday","Friday, November 20","2016-03-31","6:30 pm "," 8:00 pm","Public Swim","                      "
"1681",168,"Kanata Wave Pool","Friday","Saturday, November 14","2016-03-31","6:30 pm "," 8:30 pm","Wave Swim","                      "
"169",169,"Kanata Wave Pool","Friday","Friday, November 20","2016-03-31","6:30 pm "," 9:00 pm","Wave Swim","                      "
"1751",175,"Goulbourn Recreation Complex","Friday","Friday, November 20","2016-03-31","7:00 pm "," 8:30 pm","Public Swim","                  Hot tub closed until further notice.            "
"179",179,"Minto Recreation Complex - Barrhaven","Friday","Friday, November 20","2016-03-31","7:00 pm "," 9:00 pm","Public Swim","                      "
"1811",181,"Ray Friel Recreation Complex","Friday","Friday, November 20","2016-03-31","7:00 pm "," 8:30 pm","Wave Swim","                      "
"1824",182,"Richcraft Recreation Center - Kanata","Friday","Monday, November 16","2016-03-31","7:00 pm "," 9:00 pm","Lane Swim","                      "
"184",184,"Splash Wave Pool","Friday","Friday, November 20","2016-03-31","7:00 pm "," 9:00 pm","Wave Swim","                      "
"1861",186,"Bob MacQuarrie Recreation Complex - Orléans","Friday","Monday, November 16","2016-03-31","7:30 pm "," 8:30 pm","Public Swim","                      "
"1884",188,"Nepean Sportsplex","Friday","Monday, November 16","2016-03-31","7:30 pm "," 9:00 pm","Lane Swim","                      "
"1911",191,"Walter Baker Sports Centre","Friday","Monday, November 16","2016-03-31","7:30 pm "," 9:00 pm","Lane Swim","             Exceptions: Friday, December 4          "
"195",195,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Friday","Friday, November 20","2016-03-31","7:45 pm "," 8:45 pm","Women Only Family","                      "
"196",196,"Brewer Pool","Friday","Friday, November 20","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"199",199,"François Dupuis Recreation Centre","Friday","Friday, November 20","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","                      "
"2041",204,"Plant Recreation Centre","Friday","Friday, November 20","2016-03-31","8:00 pm "," 9:00 pm","Lane Swim","             Last session: Friday, November 27, 2015          "
"206",206,"Richcraft Recreation Center - Kanata","Friday","Friday, November 20","2016-03-31","8:00 pm "," 9:00 pm","Public Swim","                      "
"2152",215,"Goulbourn Recreation Complex","Friday","Monday, November 16","2016-03-31","8:30 pm "," 9:30 pm","Lane Swim","                  Hot tub closed until further notice.            "
"2211",221,"Minto Recreation Complex - Barrhaven","Friday","Friday, November 20","2016-03-31","9:00 pm "," 10:30 pm","Lane Swim","                      "
"1610",16,"Brewer Pool","Saturday","Saturday, November 21","2016-03-31","7:30 am "," 9:00 am","Lane Swim","                      "
"241",24,"François Dupuis Recreation Centre","Saturday","Saturday, November 14","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"281",28,"Richcraft Recreation Center - Kanata","Saturday","Saturday, November 14","2016-03-31","8:30 am "," 1:00 pm","Lane Swim","                      "
"436",43,"Champagne Pool & Fitness Centre","Saturday","Saturday, November 14","2016-03-31","10:00 am "," 2:00 pm","Lane Swim","                      "
"451",45,"Nepean Sportsplex","Saturday","Sunday, November 15","2016-03-31","10:00 am "," 11:00 am","Preschool Swim","                      "
"461",46,"François Dupuis Recreation Centre","Saturday","Sunday, November 15","2016-03-31","10:30 am "," 11:30 am","Preschool Swim","                      "
"631",63,"Kanata Wave Pool","Saturday","Saturday, November 14","2016-03-31","11:30 am "," 12:55 pm","Public Swim","                      "
"641",64,"Nepean Sportsplex","Saturday","Saturday, November 14","2016-03-31","11:30 am "," 3:00 pm","Lane Swim","                      "
"701",70,"Walter Baker Sports Centre","Saturday","Saturday, November 14","2016-03-31","11:30 am "," 1:00 pm","Lane Swim","                      "
"771",77,"Lowertown Pool","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:30 pm","Lane Swim","                      "
"78",78,"Minto Recreation Complex - Barrhaven","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:30 pm","Lane Swim","                      "
"79",79,"Minto Recreation Complex - Barrhaven","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:30 pm","Preschool Swim","                      "
"801",80,"Plant Recreation Centre","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:30 pm","Lane Swim","                      "
"811",81,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"831",83,"Splash Wave Pool","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:00 pm","Lane Swim","                      "
"841",84,"Splash Wave Pool","Saturday","Saturday, November 14","2016-03-31","12:00 pm "," 1:00 pm","Public Swim","                      "
"851",85,"Canterbury Recreation Complex","Saturday","Saturday, November 14","2016-03-31","12:30 pm "," 2:00 pm","Lane Swim","                      "
"87",87,"Deborah Anne Kirwan Pool","Saturday","Saturday, November 14","2016-03-31","12:30 pm "," 2:30 pm","Public Swim","                      "
"90",90,"Brewer Pool","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 2:30 pm","Lane Swim","             Exceptions: Saturday, November 21          "
"921",92,"François Dupuis Recreation Centre","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 3:30 pm","Public Swim","                      "
"931",93,"Goulbourn Recreation Complex","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 4:00 pm","Public Swim","                  Hot tub closed until further notice.            "
"941",94,"Jack Purcell Community Centre","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 2:00 pm","Public Swim","                      "
"961",96,"Kanata Wave Pool","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 4:00 pm","Wave Swim","                      "
"971",97,"Nepean Sportsplex","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 3:00 pm","Public Swim","                      "
"991",99,"Ray Friel Recreation Complex","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 4:00 pm","Wave Swim","                      "
"1001",100,"Richcraft Recreation Center - Kanata","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 4:00 pm","Public Swim","                      "
"1011",101,"Sawmill Creek Pool & Community Centre 
 
  
    25 metre pool","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 3:00 pm","Public Swim","                      "
"1021",102,"Splash Wave Pool","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 6:00 pm","Wave Swim","                      "
"1051",105,"Walter Baker Sports Centre","Saturday","Saturday, November 14","2016-03-31","1:00 pm "," 4:00 pm","Public Swim","                      "
"1071",107,"Lowertown Pool","Saturday","Saturday, November 14","2016-03-31","1:30 pm "," 2:45 pm","Family Swim","                      "
"109",109,"Plant Recreation Centre","Saturday","Saturday, November 14","2016-03-31","1:30 pm "," 4:00 pm","Public Swim","                      "
"1121",112,"Bob MacQuarrie Recreation Complex - Orléans","Saturday","Saturday, November 14","2016-03-31","2:00 pm "," 4:00 pm","Public Swim","                      "
"1151",115,"Canterbury Recreation Complex","Saturday","Saturday, November 14","2016-03-31","2:00 pm "," 3:00 pm","Public Swim","                      "
"1171",117,"Jack Purcell Community Centre","Saturday","Saturday, November 14","2016-03-31","2:00 pm "," 3:00 pm","Lane Swim","                      "
"1181",118,"Minto Recreation Complex - Barrhaven","Saturday","Saturday, November 14","2016-03-31","2:00 pm "," 6:00 pm","Public Swim","                      "
"1251",125,"Lowertown Pool","Saturday","Saturday, November 14","2016-03-31","2:45 pm "," 4:00 pm","Public Swim","                      "
"1281",128,"Canterbury Recreation Complex","Saturday","Saturday, November 14","2016-03-31","3:00 pm "," 4:00 pm","Women Only Family","                      "
"1321",132,"François Dupuis Recreation Centre","Saturday","Saturday, November 14","2016-03-31","3:30 pm "," 6:00 pm","Lane Swim","                      "
"142",142,"Ray Friel Recreation Complex","Saturday","Saturday, November 14","2016-03-31","4:00 pm "," 6:00 pm","Family Swim","                      "
"1431",143,"Richcraft Recreation Center - Kanata","Saturday","Saturday, November 14","2016-03-31","4:00 pm "," 7:00 pm","Lane Swim","                      "
"144",144,"Deborah Anne Kirwan Pool","Saturday","Saturday, November 14","2016-03-31","4:30 pm "," 6:30 pm","Public Swim","                      "
"145",145,"Jack Purcell Community Centre","Saturday","Saturday, November 14","2016-03-31","4:45 pm "," 5:45 pm","Women Only Family","                      "
"156",156,"François Dupuis Recreation Centre","Saturday","Saturday, November 14","2016-03-31","6:00 pm "," 7:30 pm","Public Swim","                      "
"159",159,"Plant Recreation Centre","Saturday","Saturday, November 14","2016-03-31","6:00 pm "," 7:00 pm","Lane Swim","                      "
"1682",168,"Kanata Wave Pool","Saturday","Saturday, November 14","2016-03-31","6:30 pm "," 8:30 pm","Wave Swim","                      "
"1731",173,"Walter Baker Sports Centre","Saturday","Saturday, November 14","2016-03-31","6:30 pm "," 8:00 pm","Public Swim","                      "
"180",180,"Minto Recreation Complex - Barrhaven","Saturday","Saturday, November 14","2016-03-31","7:00 pm "," 9:00 pm","Public Swim","                      "
"194",194,"Bob MacQuarrie Recreation Complex - Orléans","Saturday","Saturday, November 21","2016-03-31","7:45 pm "," 9:00 pm","Women Only","                      "
